Company Name,ISIN,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Net-Zero Committed
"Furukawa Electric Co., Ltd.",JP3827200001,Committed,,,No
Lam Research Corporation,,Committed,,,No
Veikkaus Oy,,Committed,,,No
Virgin Media Ireland,XAG9463MAB19,Committed,,,No
Vontier Corporation,US9288811014,Committed,,,No
"SHENMA INDUSTRIAL CO.,LTD.",,Committed,,,No
DMK Deutsches Milchkontor GmbH,,Committed,,,No
Uniphar Plc,IE00BJ5FQX74,Committed,,,No
Axfood AB,SE0006993770,Committed,,,No
Inwido AB,SE0006220018,Committed,,,Yes
Diploma PLC,,Committed,,,Yes
Kährs Group,SE0017085285,Committed,,,Yes
Norican Group,BBG00GM3FBK0,Committed,,,Yes
SWIFT,BE0016790090,Committed,,,Yes
"PACIFIC CONSULTANTS CO.,LTD.",,Committed,,,Yes
CHT Group represented by CHT Germany GmbH as headquarters,,Committed,,,Yes
Salling Group A/S,,Committed,,,Yes
SYNETIQ Ltd,,Committed,,,Yes
Davidson Consulting,,Committed,,,Yes
Sveaskog AB,556558-0031,Committed,,,Yes
CHIMEI CORPORATION,,Committed,,,Yes
"Cardinal Health, Inc.",,Committed,,,No
Mettler-Toledo International Inc.,US5926881054,Committed,,,Yes
Pelorus Consulting,,Targets Set,1.5°C,2030,No
As Çelik Döküm Işleme San. ve Tic. A.S.,,Targets Set,1.5°C,2030,No
Montea NV,,Targets Set,1.5°C,2030,No
ETAP Lighting International,,Targets Set,1.5°C,2030,No
Ölgerðin Egill Skallagrímsson,,Targets Set,1.5°C,2030,No
"RIKO Industrial Co., Ltd.",,Targets Set,Well-below 2°C,2030,No
Keppel Land,,Targets Set,1.5°C,2030,No
"Chugai Pharmaceutical Co., Ltd.",,Targets Set,1.5°C,2030,No
Unite Students,,Targets Set,1.5°C,2030,No
"Hwa Meei Optical Co., Ltd",,Targets Set,1.5°C,2029,No
ASML Holdings,,Targets Set,1.5°C,2025,No
B&M European Value Retail S.A,LU1072616219,Committed,,,No
Berner Ltd,,Committed,,,No
Cairn Homes Plc,,Committed,,,No
Church & Dwight Co. Inc.,US1713401024,Committed,,,No
Crowe U.K. LLP,,Committed,,,No
DEMCOINTER,,Committed,,,No
FDM Group (Holdings) plc,GB00BLWDVP51,Committed,,,No
Gildan Activewear Inc.,CA3759161035,Committed,,,No
G-Star RAW C.V.,,Committed,,,No
HASEKO Corporation,JP3768600003,Committed,,,No
"Jerónimo Martins - SGPS, S.A.",PTJMT0AE0001,Committed,,,No
Latham & Watkins LLP,,Committed,,,No
Obayashi Corporation,JP3190000004,Committed,,,No
Parque Arauco S.A,CLP763281068,Committed,,,No
Raben Group N.V.,,Committed,,,No
Reima Group Oy,,Committed,,,No
Reynaers Group,,Committed,,,No
Schweizerische Bundesbahnen AG,,Committed,,,No
SL Green Realty Corp.,US78440X8048,Committed,,,No
"The Navigator Company, S.A.",PTPTI0AM0006,Committed,,,No
UL Inc.,,Committed,,,No
Vestel Beyaz Esya Sanayi ve Ticaret A.S.,TREVEST00017,Committed,,,No
Vestel Elektronik Sanayi ve Ticaret A.S.,TRAVESTL91H6,Committed,,,No
Watches of Switzerland Group,GB00BJDQQ870,Committed,,,No
Webuild S.p.A.,IT0003865570,Committed,,,No
Weir Group PLC (The),GB0009465807,Committed,,,No
Aegon Nederland N.V.,,Committed,,,Yes
"Applus Services, S.A",ES0105022000,Committed,,,Yes
Aston Martin Lagonda Global Holdings PLC,GB00BN7CG237,Committed,,,Yes
Crowley Maritime Corporation,,Committed,,,Yes
Dilmah Ceylon Tea Company PLC,,Committed,,,Yes
Eurofiber Netherlands BV,,Committed,,,Yes
"ExlService Holdings, Inc.",US3020811044,Committed,,,Yes
Familia Torres,,Committed,,,Yes
Flexport,,Committed,,,Yes
Gamma Telecom Ltd,GB00BQS10J50,Committed,,,Yes
GFT Technologies SE,DE0005800601,Committed,,,Yes
International Game Technology PLC,GB00BVG7F061 - NYSE,Committed,,,Yes
"IWATSU ELECTRIC CO.,LTD.",JP3150800005,Committed,,,Yes
J Murphy & Sons Ltd,,Committed,,,Yes
"Luxshare Precision Industry Co.,Ltd",002475.sz,Committed,,,Yes
Macmillan Publishers Inc.,,Committed,,,Yes
Merkur Andelskasse,DKK: DK0060103851 / EUR: DK0060104073,Committed,,,Yes
NEMERA,,Committed,,,Yes
Nordex SE,DE000A0D6554,Committed,,,Yes
Peak Performance Production AB,,Committed,,,Yes
Plantasjen Group AS,,Committed,,,Yes
Sandvik Group,SE0000667891,Committed,,,Yes
Straumann Holding AG,CH 0012 280 076,Committed,,,Yes
Sunway Berhad,MYL5211OO007,Committed,,,Yes
TeamViewer AG,DE000A2YN900,Committed,,,Yes
Technicolor S.A.,FR0013505062,Committed,,,Yes
TES 2000 Ltd,,Committed,,,Yes
Triodos Bank N.V.,,Committed,,,Yes
Welspun India Limited,INE192B01031,Committed,,,Yes
Buyer’s Edge Platform,,Targets Set,1.5°C,2030,No
CARMILA,,Targets Set,1.5°C,2030,No
"Suichang Dexin Casting Steel Co.,Ltd.",,Targets Set,Well-below 2°C,2030,No
Viña Requingua,,Targets Set,1.5°C,2030,No
Informed Solutions Ltd,,Targets Set,1.5°C,2030,No
"Reformo Co., Ltd.",,Targets Set,Well-below 2°C,2030,No
Pangolin Associates Pty Ltd,,Targets Set,1.5°C,2030,No
Tochigikensyuuseizai Kyougyoukumiai,,Targets Set,Well-below 2°C,2030,No
Parmacotto spa,,Targets Set,1.5°C,2030,No
CO2nnsulting Limited,,Targets Set,Well-below 2°C,2030,No
adm Group Limited,,Committed,,,Yes
Air France Group,,Committed,,,No
Amcor plc,JE00BJ1F3079,Committed,,,Yes
Ardagh Glass Packaging Holdings Sarl,,Committed,,,No
Ardagh Metal Packaging S.A.,LU2369833749,Committed,,,No
Artistic Fabric Mills (Pvt.) Ltd.,,Committed,,,Yes
Brd. Hartmann A/S,,Committed,,,No
Brunello Cucinelli SpA,IT0004764699,Committed,,,No
City Facilities Management Holdings Ltd (UK),,Committed,,,Yes
Deere & Company,US2441991054,Committed,,,No
Guayaki Yerba Mate,,Committed,,,Yes
Höganäs AB,,Committed,,,Yes
ILUNION Hotels,,Committed,,,Yes
Inkia Energy Group (Nautilus Energy Holdings LLC),US45721RAC79; USG4808VAC49,Committed,,,No
Kappahl AB,,Committed,,,Yes
"Kolon Industries, INC.",KR7120110002,Committed,,,Yes
Meinhardt Group International Limited,,Committed,,,Yes
Morgan Advanced Materials,GB0006027295,Committed,,,No
OYAK Cement,TRAMRDIN91F2,Committed,,,Yes
Sasa Polyester Sanayi A.S.,TRASASAW91E4,Committed,,,No
Staycity,,Committed,,,Yes
Sulzer Management AG,CH 003 838891 1,Committed,,,Yes
TOA Corporation,JP3556000002,Committed,,,No
TransAlta Corporation,CA89346D1078,Committed,,,No
Turkcell Iletisim Hizmetleri A.S,Borsa Istanbul: TRATCELL 91M1 NYSE: US9001112047,Committed,,,No
"Ulta Beauty, Inc.",US90384S3031,Committed,,,No
Ventia Services Group Limited,AU0000184459,Committed,,,Yes
VNET Group Inc.,US90138A1034,Committed,,,Yes
Hoyer Handel GmbH,,Targets Set,1.5°C,2030,No
Almhaga AB,NC,Targets Set,1.5°C,2030,No
Quzhou Oriental Special Steel Co. Ltd.,,Targets Set,1.5°C,2030,No
Energise Ltd,NO0010657505,Targets Set,1.5°C,2030,No
Watkins Payne Partnership,,Targets Set,1.5°C,2030,No
Lyons & Annoot Limited,TW0002882008,Targets Set,1.5°C,2030,No
Delta Carbon,,Targets Set,1.5°C,2030,No
Aker Horizonsm ASA,,Committed,,,Yes
Arterlia,,Committed,,,Yes
B2Holding ASA,SE0007871645,Committed,,,Yes
Capella Hotel Group Pte. Ltd.,US60081H1086,Committed,,,Yes
"Cathay Financial Holding Co., Ltd",,Committed,,,Yes
Engelhardt-Druck GmbH,,Committed,,,Yes
GB Railfreight Ltd,GB00BYZDVK82,Committed,,,Yes
Kindred Group plc,N/A,Committed,,,Yes
"King & Wood Mallesons, Australia",not relevant,Committed,,,Yes
Milliken & Company,,Committed,,,Yes
s.Oliver Group,,Committed,,,Yes
Telkom SA SOC Limited,,Committed,,,Yes
Trias Holding AG,N/A,Committed,,,Yes
"Von Bundit Co., Ltd",,Committed,,,Yes
Belfius Bank SA,JP3613400005,Committed,,,No
Bodycote plc,,Committed,,,No
Labeyrie Fine Foods,,Committed,,,No
Lantmännen Unibake,,Committed,,,No
Metlifecare,,Committed,,,No
O'Brien Fine Foods,,Committed,,,No
TWE Group,,Committed,,,No
"Toyo Seikan Group Holdings, Ltd.",,Committed,,,No
Travis Perkins,,Targets Set,1.5°C,2035,No
Flooglebinder,,Targets Set,1.5°C,2030,No
GreenA Consultants Pte Ltd,,Targets Set,1.5°C,2030,No
Grönsaksmästarna Nordic AB,,Targets Set,1.5°C,2030,No
"SEGRO plc,",,Targets Set,1.5°C,2030,No
"TBM Co., Ltd.",,Targets Set,1.5°C,2030,No
The Wilderness Group,,Targets Set,1.5°C,2030,No
William Fry LLP,,Targets Set,1.5°C,2030,No
iPoint-systems GmbH,,Targets Set,Well-below 2°C,2030,No
Studio XAG,,Targets Set,Well-below 2°C,2030,No
"Sunny Wheel Industrial Co., Ltd.",,Targets Set,Well-below 2°C,2030,No
Acturis Limited,,Committed,,,Yes
Agropur Cooperative,,Committed,,,Yes
B2R Local No.1 Pty Ltd,,Committed,,,Yes
BHG Group,SE0010948588,Committed,,,Yes
Deceuninck,BE0003789063,Committed,,,Yes
"Domino's Pizza, LLC",US25754A2015,Committed,,,Yes
GE Healthcare,US3696043013,Committed,,,Yes
Harro Höfliger Verpackungsmaschinen GmbH,,Committed,,,Yes
Implement Consulting Group P/S,,Committed,,,Yes
McGinley Support Services (Infrastructure) Limited,,Committed,,,Yes
"Nichirin Co., Ltd.",,Committed,,,Yes
SITA,,Committed,,,Yes
The MISSION Group PLC,GB00B11FD453,Committed,,,Yes
Borchers Transportlogistik NordWest GmbH,,Committed,,,No
Consum S. Coop. V.,,Committed,,,No
"Ficosa International, S.A.",ES0137620011,Committed,,,No
InPost S.A,LU2290522684,Committed,,,No
SIK MAKAS GIYIM SAN VE TIC A.S,,Committed,,,No
National Grid Electricity Transmission plc (NGET),,Targets Set,1.5°C,2030,No
Arjeplog Hotel Silverhatten AB,,Targets Set,1.5°C,2030,No
CES Consulting Engineers Salzgitter GmbH,,Targets Set,1.5°C,2030,No
"Critical Start, Inc.",,Targets Set,1.5°C,2030,No
HS1 Ltd,,Targets Set,1.5°C,2030,No
Krummen Kerzers AG,,Targets Set,1.5°C,2030,No
KYOAI Corporation,,Targets Set,1.5°C,2030,No
Lintex AB,,Targets Set,1.5°C,2030,No
Pas Normal Studios,,Targets Set,1.5°C,2030,No
Pulsant Limited,,Targets Set,1.5°C,2030,No
Shields Environmental Group,,Targets Set,1.5°C,2030,No
"Simões, Lda",,Targets Set,1.5°C,2030,No
Statik,,Targets Set,1.5°C,2030,No
U&We AB,,Targets Set,1.5°C,2030,No
WindowMaster International A/S,,Targets Set,1.5°C,2030,No
Höegh Autoliners,,Targets Set,Well-below 2°C,2030,No
Aico,,Committed,,,Yes
Ammper Energía S.A.P.I de C.V,,Committed,,,Yes
Austrian Post,AT0000APOST4,Committed,,,Yes
"Block, Inc.",,Committed,,,Yes
BOUYGUES CONSTRUCTION,,Committed,,,Yes
CapMan Plc,FI0009009377,Committed,,,Yes
Charoen Pokphand Foods Public Company Limited,,Committed,,,Yes
Copart UK Ltd,Copart UK,Committed,,,Yes
E Ink Holdings Inc.,DE000DB7G551,Committed,,,Yes
Hexagon Composites ASA,NO0003067902,Committed,,,Yes
"Inner Mongolia Yili Industrial Group Co.,Ltd.",CNE000000JP5,Committed,,,Yes
KT&G Corporation,KR7033780008,Committed,,,Yes
QTS Group Limited,,Committed,,,Yes
Sparebanken Vest,NO0006000900,Committed,,,Yes
The Keystone Group,,Committed,,,Yes
The Renewables Infrastructure Group Limited,GG00BBHX2H91,Committed,,,Yes
Arcelor Mittal,,Committed,,,No
Caverion Corporation,FI4000062781,Committed,,,No
"COMPAÑÍA HULERA TORNEL SA DE CV., MEXICO",,Committed,,,No
ELECTRO DEPOT,,Committed,,,No
Hongkong Land Holdings Limited,BMG4587L1090,Committed,,,No
Iress Limited,,Committed,,,No
Jacuzzi Brands,,Committed,,,No
Klimasan AŞ,,Committed,,,No
Mavi,TREMAVI00037,Committed,,,No
Nutrition&Santé,,Committed,,,No
Pegatron Corporation,TW0004938006,Committed,,,No
Royal Vopak,NL0009432491,Committed,,,No
SCR SIBELCO,BE0944264663,Committed,,,No
Stahl Holdings B.V.,,Committed,,,No
Warner Music Group,US9345502036,Committed,,,No
Tarkett,FR0004188670,Committed,,,No
Gamko,,Committed,,,Yes
Compass Group Nederland Holding B.V,,Committed,,,Yes
(ACIP) Alexandria Company for Industrial Packages,,Targets Set,Well-below 2°C,2030,No
AM Værktøj Odense A/S,,Targets Set,1.5°C,2030,No
Julie Sandlau Vietnam. ltd,,Targets Set,1.5°C,2030,No
Kartikeya International,,Targets Set,1.5°C,2030,No
PlanA.Earth GmbH,,Targets Set,1.5°C,2030,No
SIRO DAC,,Targets Set,1.5°C,2030,No
"Tianjin Heavy Steel Mechanical Equipment Co.,Ltd.",,Targets Set,1.5°C,2030,No
"Yancheng Yide Plastic Packaging Co., Ltd.",,Targets Set,1.5°C,2030,No
Adani Transmission Limited,INE931S01010,Committed,,,Yes
APERAM S.A.,LU0569974404,Committed,,,Yes
Asda Group Limited,,Committed,,,Yes
Bachy Soletanche Limited,752082,Committed,,,Yes
Business Integration Partners SpA,,Committed,,,Yes
Ergonomic Solutions Manufacturing A/S,,Committed,,,Yes
Hayley Group Ltd,,Committed,,,Yes
Lactalis,,Committed,,,Yes
OTSUKA CORPORATION,,Committed,,,Yes
PARAGON TRANSACTION,,Committed,,,Yes
Telenet Group NV,BE0003826436,Committed,,,Yes
vdk bank,0843.277.418,Committed,,,Yes
Vibro Menard Limited,2740512,Committed,,,Yes
Virgin Media O2,,Committed,,,Yes
Zamira Fashion Limited,,Committed,,,Yes
Zen Internet Ltd,,Committed,,,Yes
Abbott,US0028241000,Committed,,,No
Colisée Group,,Committed,,,No
Hirschvogel Holding GmbH,,Committed,,,No
NBN Co Limited,,Committed,,,No
Sidi Kerir Petrochemicals Co. (SIDPEC),EGS380S1C017,Committed,,,No
Soil Engineering Geoservices Limited,,Committed,,,No
Tokyo Electron Limited,JP3571400005,Committed,,,No
Toms Gruppen A/S,CVR 56759328,Committed,,,No
Coop-Gruppe Genossenschaft,,Committed,,,Yes
Sustainable Harvest Coffee Importers,,Targets Set,1.5°C,2030,No
Samhällsbyggnadsbolaget i Norden AB,,Targets Set,1.5°C,2030,No
Nectar Sleep Ltd,,Targets Set,1.5°C,2030,No
Puffin Produce Ltd,,Targets Set,1.5°C,2030,No
A.G. Barr plc,,Committed,,,Yes
"CTBC Financial Holding Co., Ltd.",TW0002891009,Committed,,,Yes
Definity Financial Corporation,CA24477T1003,Committed,,,Yes
"EDEKA Zentrale Stiftung &Co.KG  (Netto Marken-Discount Stiftung & Co. KG, BUDNI Handels & Service GmbH)",Umsatzsteueridentifikationsnummer: DE220008494,Committed,,,Yes
Endava plc,US29260V1052,Committed,,,Yes
Flight Centre Travel Group,,Committed,,,Yes
Glamox,NO0004241100,Committed,,,Yes
"Hasbro, Inc.",US4180561072,Committed,,,Yes
Lufthansa Group,DE0008232125 (Deutsche Lufthansa AG),Committed,,,Yes
Mitsubishi HC Capital UK PLC,,Committed,,,Yes
Nan Fung Development Holdings Limited,,Committed,,,Yes
Nan Fung Development Limited,,Committed,,,Yes
Nan Fung Property Management Holdings Limited,,Committed,,,Yes
Tencent Holding Limited,KYG875721634,Committed,,,Yes
"COSTER TECNOLOGIE SPECIALE, SPA",,Committed,,,No
Dawn Farm Foods Ltd.,,Committed,,,No
Drees & Sommer SE,,Committed,,,No
Iveco Group N.V.,NL0015000LU4,Committed,,,No
KLM Royal Dutch Airlines,AirFrance KLM Group: FR0000031122,Committed,,,No
Sylvamo Corporation,US8713321029,Committed,,,No
West Fraser Timber Co. Ltd,CA9528451052,Committed,,,No
BHC Ltd,SE0015659834,Targets Set,1.5°C,2030,No
BrightWolves,,Targets Set,1.5°C,2030,No
Daiwa House REIT Investment Corporation,,Targets Set,1.5°C,2030,No
ENEIDA.IO,,Targets Set,Well-below 2°C,2030,No
Greenalia S.A.,ES0105293007,Targets Set,Well-below 2°C,2030,No
Hardscape Group Limited,,Targets Set,1.5°C,2030,No
INWIT (Infrastrutture Wireless Italiane SpA),IT0005090300,Targets Set,1.5°C,2030,No
NIPPON ALUTEC CORPORATION,,Targets Set,Well-below 2°C,2030,No
Port of Aarhus,,Targets Set,1.5°C,2030,No
Rikshem AB,,Targets Set,1.5°C,2030,No
RugVista AB,SE0015659834,Targets Set,1.5°C,2030,No
SALUS Haus Dr. med. Otto Greither Nachf. GmbH & Co. KG,,Targets Set,1.5°C,2030,No
Vacse AB (publ),,Targets Set,1.5°C,2030,No
ACCEDO BROADBAND AB,,Committed,,,Yes
Arthur Cox LLP,,Committed,,,Yes
Axel Springer SE,,Committed,,,Yes
Bird & Bird LLP,,Committed,,,Yes
BLM,,Committed,,,Yes
Devgiri Group,,Committed,,,Yes
EIZO Corporation,JP3651080008,Committed,,,Yes
Hager SE,,Committed,,,Yes
Imagination Technologies,,Committed,,,Yes
IMBERA S.A DE C.V.,,Committed,,,Yes
Jumbo,809883351,Committed,,,Yes
"Kalsec, Inc.",,Committed,,,Yes
MASISA,,Committed,,,Yes
nib holdings limited (nib Group),,Committed,,,Yes
Tactus Group,,Committed,,,Yes
The Gym Group plc,GB00BZBX0P70,Committed,,,Yes
Wells & Co.,,Committed,,,Yes
Accent Equity AB,,Committed,,,No
Alpek Polyester,US40052RAA14,Committed,,,No
Auchan Retail,FR0013399060 FR0013416146 FR0013510179 FR0013524865,Committed,,,No
Avaya,,Committed,,,No
DXC Technology,US23355L1061,Committed,,,No
Georg Fischer AG,CH0001752309,Committed,,,No
Keelings,,Committed,,,No
REINOWA Holdings Inc.,,Committed,,,No
Sapphire Utility Solutions,,Committed,,,No
Scanfil Oyj,FI4000029905,Committed,,,No
"Shenzhen Horn Audio Co,.Ltd",,Committed,,,No
Teddy Group,,Committed,,,No
TLT LLP,,Committed,,,No
"Trench High Voltage Products Ltd., Shenyang",,Committed,,,No
Varner AS,,Committed,,,No
Vion Food Group,Dutch chamber of commerce identifier: 17053901,Committed,,,No
Westwing Group AG,DE000A2N4H07,Committed,,,No
KIRKBI A/S,,Targets Set,1.5°C,2030,No
Morrisons,,Targets Set,1.5°C,2030,No
FARFETCH Limited,,Targets Set,1.5°C,2030,No
Finisterre UK Limited,,Targets Set,1.5°C,2030,No
Cafédirect plc,,Targets Set,1.5°C,2030,No
Instone Real Estate Group SE,,Targets Set,1.5°C,2030,No
AIRINC,,Targets Set,Well-below 2°C,2030,No
Canary Marketing,,Targets Set,Well-below 2°C,2030,No
JAPAN.DELIVERY.SYSTEM,,Targets Set,Well-below 2°C,2030,No
"Han Yin (Shanghai) Eco-Materials Technology Co., Ltd.",,Targets Set,1.5°C,2030,No
"Xiongxian Liya Packaging Material Co., Ltd.",,Targets Set,1.5°C,2030,No
"Eco Style Co., Ltd.",,Targets Set,1.5°C,2030,No
TERENGGANU SILICA CONSORTIUM SDN BHD,,Targets Set,Well-below 2°C,2030,No
"Hudson Pacific Properties, Inc.",,Targets Set,1.5°C,2030,No
Neumarkter Lammsbräu Gebr. Ehrnsperger KG,,Targets Set,1.5°C,2030,No
Solverminds Solutions & Technologies Pvt Ltd,,Targets Set,Well-below 2°C,2030,No
K2A Knaust & Andersson,,Targets Set,1.5°C,2030,No
BNK Financial Group Inc.,KR6138932B78,Committed,,,Yes
Boozt,SE0009888738,Committed,,,Yes
Clays Ltd.,,Committed,,,Yes
Costain Group Plc,GB00B64NSP76,Committed,,,Yes
Delta Display Limited,,Committed,,,Yes
Earls Court Development Company,,Committed,,,Yes
Humanscale,,Committed,,,Yes
JDC CORPORATION,JP3707200006,Committed,,,Yes
Midfield Meat International,,Committed,,,Yes
National Highways,,Committed,,,Yes
Normec,,Committed,,,Yes
Partners in Performance,,Committed,,,Yes
PT INDESSO AROMA,,Committed,,,Yes
Tecan Group Ltd.,CH0012100191,Committed,,,Yes
"Transportes J. Amaral, S.A.",,Committed,,,Yes
A. Espersen A/S,,Committed,,,No
A.S. Watson Holdings Limited,,Committed,,,No
Airbus,NL0000235190,Committed,,,No
Citrosuco Agroindustria S.A.,Not applicable,Committed,,,No
Fugro NV,NL00150004A7,Committed,,,No
Gefco,5.4205E+13,Committed,,,No
HERIGE,FR0000066540,Committed,,,No
Taishin Financial Holdings,TW0002887007,Committed,,,No
CRH plc,,Targets Set,Well-below 2°C,2030,No
Viña Montes,,Targets Set,1.5°C,2030,No
IPUT Plc,,Targets Set,1.5°C,2030,No
Arvind Limited,INE034A01011,Committed,,,Yes
Emerson Electric Co.,US2910111044,Committed,,,Yes
Fater S.p.A.,,Committed,,,Yes
"FUJI SASH CO.,LTD.",JP3813500000,Committed,,,Yes
Hinojosa Packaging Group,,Committed,,,Yes
HUNG HING METAL MANUFACTORY LIMITED,,Committed,,,Yes
Icade,FR0000035081,Committed,,,Yes
Kautex Textron,,Committed,,,Yes
Majid Al Futtaim Retail,XS1991188548,Committed,,,Yes
Mantu,,Committed,,,Yes
Metalsa S.A.P.I. de C.V.,USP6638MAB74,Committed,,,Yes
Minconsult Sdn. Bhd.,,Committed,,,Yes
MSCI Inc.,US55354G1004,Committed,,,Yes
MSM MALAYSIA HOLDINGS BERHAD,,Committed,,,Yes
